0\Breidablik\\0\0\0\Weapon\Summon Gun Users Only\Kiran\Fires Heroes\-\Kiran; -; -; -; -\Kiran; -; -; -; -\Weapon, Purple, Gun\0,0,0,0,0\\Chill Breidablik\
21060\Armads\\400\16\1\Weapon\Axe Users Only\Hector\Unit makes a guaranteed follow-up attack when attacked at HP __>__ 80%.\*Silver Axe*\-; -; -; -; Hector\-; -; -; -; Hector\Weapon, Green, Blade\0,16,0,0,0\\Berserk Armads\
21070\Hauteclere\\400\16\1\Weapon\Axe Users Only\Michalis, Minerva\Accelerates Special trigger (cooldown count-1).\*Silver Axe*\-; -; -; -; Michalis, Minerva\-; -; -; -; Minerva, Michalis\Weapon, Green, Blade, Killer, (E)WoDao\0,16,0,0,0\\\Grants +10 to damage when Special triggers.
-21000\Bolt Axe\\200\9\1\Weapon\Axe Users Only\-\Damage calculated using the lower of foe's Def or Res.\*Steel Axe*\-; -; -; Elentil; -\-; -; Elentil; -; -\Weapon, Green, Blade, Frostbite\0,9,0,0,0\GT\\
-21001\Bolt Axe+\\300\13\1\Weapon\Axe Users Only\-\Damage calculated using the lower of foe's Def or Res.\*Bolt Axe*\-; -; -; -; Elentil\-; -; -; -; Elentil\Weapon, Green, Blade, Frostbite, (E)DC\0,13,0,0,0\GT\\y
21080\Carrot Axe\\200\9\1\Weapon\Axe Users Only\-\After combat, if unit attacked, restores 4 HP.\*Steel Axe*\-; -; -; Chrom(Bunny); -\-; -; Chrom(Bunny); -; -\Weapon, Green, Blade, Seasonal, Spring\0,9,0,0,0\\\
21081\Carrot Axe+\\300\13\1\Weapon\Axe Users Only\-\After combat, if unit attacked, restores 4 HP.\*Carrot Axe*\-; -; -; -; Chrom(Bunny)\-; -; -; -; Chrom(Bunny)\Weapon, Green, Blade, Seasonal, Spring\0,13,0,0,0\\\y
21090\Legion's Axe\\200\10\1\Weapon\Axe Users Only\-\After combat, bonuses on targeted foe become penalties through its next action.\*Steel Axe*\-; -; -; Legion; -\-; -; Legion; -; -\Weapon, Green, Blade, Harsh\0,10,0,0,0\\\
21091\Legion's Axe+\\300\14\1\Weapon\Axe Users Only\-\After combat, bonuses on targeted foe become penalties through its next action.\*Legion's Axe*\-; -; -; -; Legion\-; -; -; -; Legion\Weapon, Green, Blade, Harsh\0,14,0,0,0\\\*After combat, if unit attacked, bonuses on target and foes within 2 spaces of target become penalties through their next actions.
21100\Melon Crusher\\200\10\1\Weapon\Axe Users Only\-\If unit has 100% HP at start of combat, unit gets Atk/Spd/Def/Res+2.  If attacking, unit will take 2 damage after combat.\*Steel Axe*\-; -; -; Tiki(Adult)(Summer); -\-; -; Tiki(Adult)(Summer); -; -\Weapon, Green, Blade, Seasonal, Summer\0,10,0,0,0\\\
21101\Melon Crusher+\\300\14\1\Weapon\Axe Users Only\-\If unit has 100% HP at start of combat, unit gets Atk/Spd/Def/Res+2.  If attacking, unit will take 2 damage after combat.\*Melon Crusher*\-; -; -; -; Tiki(Adult)(Summer)\-; -; -; -; Tiki(Adult)(Summer)\Weapon, Green, Blade, Seasonal, Summer\0,14,0,0,0\\\y
21110\Lilith Floatie\\200\10\1\Weapon\Axe Users Only\-\Grants allies within 2 spaces Atk/Spd+1 during combat\*Steel Axe*\-; -; -; Xander(Summer); -\-; -; Xander(Summer); -; -\Weapon, Green, Blade, Seasonal, Summer\0,10,0,0,0\\\
21111\Lilith Floatie+\\300\14\1\Weapon\Axe Users Only\-\Grants allies within 2 spaces Atk/Spd+1 during combat\*Steel Axe*\-; -; -; -; Xander(Summer)\-; -; -; -; Xander(Summer)\Weapon, Green, Blade, Seasonal, Summer\0,14,0,0,0\\\y
21120\Slaying Axe\\200\10\1\Weapon\Axe Users Only\-\Accelerates Special trigger (cooldown count-1).\*Steel Axe*\-; -; -; Amelia; -\-; -; Amelia; -; -\Weapon, Green, Blade, Killer\0,10,0,0,0\\\
21121\Slaying Axe+\\300\14\1\Weapon\Axe Users Only\-\Accelerates Special trigger (cooldown count-1).\*Slaying Axe*\-; -; -; -; Amelia\-; -; -; -; Amelia\Weapon, Green, Blade, Killer\0,14,0,0,0\\\y
21130\Urvan\\400\16\1\Weapon\Axe Users Only\Ike(Brave)\Accelerates Special trigger (cooldown count-1). If unit receives consecutive attacks, damage from second attack onward reduced by 80%.\*Silver Axe*\-; -; -; -; Ike(Brave)\-; -; -; -; Ike(Brave)\Weapon, Green, Blade\0,16,0,0,0\\\Reduces damage from foe's first attack by 40%.  If foe initiates combat, foe can make a follow-up attack before unit can counterattack.
21140\Uror\\400\16\1\Weapon\Axe Users Only\Azura(Performing)\If Sing or Dance is used, target also granted Atk/Spd/Def/Res+3.\*Silver Axe*\-; -; -; -; Azura(Performing)\-; -; -; -; Azura(Performing)\Weapon, Green, Blade, DanceRally, Seasonal, Fall\0,16,0,0,0\\\
21150\Stout Tomahawk\\400\16\1\Weapon\Axe Users Only\Dorcas\Enables counterattack regardless of distance if this unit is attacked.\*Silver Axe*\-; -; -; -; Dorcas\-; -; -; -; Dorcas\Weapon, Green, Blade, DC\0,16,0,0,0\\\
21160\Slaying Hammer\\200\10\1\Weapon\Axe Users Only\-\-\*Steel Axe*\-; -; -; -; -\-; -; -; -; -\Weapon, Green, Blade, Armor-killer\0,10,0,0,0\\\
21161\Slaying Hammer+\\300\14\1\Weapon\Axe Users Only\-\-\*Slaying Hammer*\-; -; -; -; -\-; -; -; -; -\Weapon, Green, Blade, Armor-killer\0,14,0,0,0\\\If in combat against an armored foe, nullifies foe's bonuses (from skills like Fortify, Rally, etc.) during combat.
21170\Sinmara\\400\16\1\Weapon\Axe Users Only\Surtr\Grants Def+3. Deals 20 damage to foes within 2 spaces at the start of each turn.\*Silver Axe*\-; -; -; -; Surtr\-; -; -; -; Surtr\Weapon, Green, Blade, Def\0,16,0,3,0\\\
21180\Handbell\\200\10\1\Weapon\Axe Users Only\-\Grants Atk/Spd/Def/Res+2 during combat if foe initiates combat.\*Steel Axe*\-; -; -; Lissa(Winter); -\-; -; Lissa(Winter); -; -\Weapon, Green, Blade, Seasonal, Christmas\0,10,0,0,0\\\
21181\Handbell+\\300\14\1\Weapon\Axe Users Only\-\Grants Atk/Spd/Def/Res+2 during combat if foe initiates combat.\*Handbell*\-; -; -; -; Lissa(Winter)\-; -; -; -; Lissa(Winter)\Weapon, Green, Blade, Seasonal, Christmas\0,14,0,0,0\\\y
21190\Sack o' Gifts\\200\10\1\Weapon\Axe Users Only\-\Grants Atk/Spd/Def/Res+2 during combat if foe initiates combat.\*Steel Axe*\-; -; -; Chrom(Winter); -\-; -; Chrom(Winter); -; -\Weapon, Green, Blade, Seasonal, Christmas\0,10,0,0,0\\\
21191\Sack o' Gifts+\\300\14\1\Weapon\Axe Users Only\-\Grants Atk/Spd/Def/Res+2 during combat if foe initiates combat.\*Sack o' Gifts*\-; -; -; -; Chrom(Winter)\-; -; -; -; Chrom(Winter)\Weapon, Green, Blade, Seasonal, Christmas\0,14,0,0,0\\\y
21200\Hagoita\\200\10\1\Weapon\Axe Users Only\-\Grants Def/Res+2 during combat to allies within 2 spaces.\*Steel Axe*\-; -; -; Azura(Winter); -\-; -; Azura(Winter); -; -\Weapon, Green, Blade, Seasonal, NewYear's\0,10,0,0,0\\\
21201\Hagoita+\\300\14\1\Weapon\Axe Users Only\-\Grants Def/Res+2 during combat to allies within 2 spaces.\*Hagoita*\-; -; -; -; Azura(Winter)\-; -; -; -; Azura(Winter)\Weapon, Green, Blade, Seasonal, NewYear's\0,14,0,0,0\\\y
21210\Basilikos\\400\16\1\Weapon\Axe Users Only\Linus, Raven\Accelerates Special trigger (cooldown count -1)\-\-; -; -; -; Linus\-; -; -; -; Linus, Raven\Weapon, Green, Blade, Killer\0,16,0,0,0\\\Grants Atk/Spd+5.  Inflicts Def/Res-5.
21220\Berserk Armads\\400\16\1\Weapon\Axe Users Only\Hector(Valentines), Hector\Accelerates Special trigger (cooldown count-1). If unit's HP __<__ 75% and Special triggers by attacking, Special cooldown count-1 at start of turn. Deals +10 damage when Special triggers.\*Silver Axe*\-; -; -; -; Hector(Valentines)\-; -; -; -; Hector(Valentines)\Weapon, Green, Blade\0,16,0,0,0\\\
21230\Firesweep Axe\\200\11\1\Weapon\Axe Users Only\-\Unit and enemies cannot use counterattacks.\*Steel Axe*\-; -; -; Gerik; -\-; -; Gerik; -; -\Weapon, Green, Blade, Firesweep\0,11,0,0,0\\\
21231\Firesweep Axe+\\300\15\1\Weapon\Axe Users Only\-\Unit and enemies cannot use counterattacks.\*Firesweep Axe*\-; -; -; -; Gerik\-; -; -; -; Gerik\Weapon, Green, Blade, Firesweep\0,15,0,0,0\\\
21240\Poleaxe\\200\10\1\Weapon\Axe Users Only\-\-\*Steel Axe*\-; -; -; Gerome; -\-; -; Gerome; -; -\Weapon, Green, Blade, Horse-killer\0,10,0,0,0\\\
21241\Poleaxe+\\300\14\1\Weapon\Axe Users Only\-\-\*Poleaxe*\-; -; -; -; Gerome\-; -; -; -; Gerome\Weapon, Green, Blade, Horse-killer\0,14,0,0,0\\\If in combat against a cavalry foe, nullifies foe's bonuses (from skills like Fortify, Rally, etc.) during combat.
21250\Giant Spoon\\200\9\1\Weapon\Axe Users Only\-\Grants +10 to damage when Special triggers.\*Steel Axe*\-; -; -; Alfonse(Bunny); -\-; -; Alfonse(Bunny); -; -\Weapon, Green, Blade, Seasonal, Spring, WoDao\0,9,0,0,0\\\
21251\Giant Spoon+\\300\13\1\Weapon\Axe Users Only\-\Grants +10 to damage when Special triggers.\*Giant Spoon*\-; -; -; -; Alfonse(Bunny)\-; -; -; -; Alfonse(Bunny)\Weapon, Green, Blade, Seasonal, Spring, WoDao\0,13,0,0,0\\\1y
21260\Ardent Service\\200\10\1\Weapon\Axe Users Only\-\At start of turn, if unit is adjacent to an ally, grants Atk+4 to unit and adjacent allies for 1 turn.\*Steel Axe*\-; -; -; Marth(Groom); -\-; -; Marth(Groom); -; -\Weapon, Green, Blade, Seasonal, Bride\0,10,0,0,0\\\
21261\Ardent Service+\\300\14\1\Weapon\Axe Users Only\-\At start of turn, if unit is adjacent to an ally, grants Atk+4 to unit and adjacent allies for 1 turn.\*Ardent Service*\-; -; -; -; Marth(Groom)\-; -; -; -; Marth(Groom)\Weapon, Green, Blade, Seasonal, Bride\0,14,0,0,0\\\y
21270\Camilla's Axe\\400\16\1\Weapon\Axe Users Only\Camilla(Launch)\If unit is within 2 spaces of a cavalry of flying ally, grants Atk/Spd+4 during combat.\-\-; -; -; -; -\-; -; -; -; Camilla(Launch)\Weapon, Green, Blade\0,16,0,0,0\\\Grants Atk/Spd+3 to cavalry and flying allies within 2 spaces during combat
21280\Beach Banner\\200\10\1\Weapon\Axe Users Only\-\If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.\*Steel Axe*\-; -; -; Innes(Summer); -\-; -; Innes(Summer); -; -\Weapon, Green, Blade, Seasonal, Summer\0,10,0,0,0\\\
21281\Beach Banner+\\300\14\1\Weapon\Axe Users Only\-\If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.\*Beach Banner*\-; -; -; -; Innes(Summer)\-; -; -; -; Innes(Summer)\Weapon, Green, Blade, Seasonal, Summer\0,14,0,0,0\\\y
21290\Thunder Armads\\400\16\1\Weapon\Axe Users Only\Hector(Marquess), Hector\Grants Def+3.  If number of allies within 2 spaces (excluding unit) > number of foes within 2 spaces (excluding target), foe cannot make a follow-up attack.\*Silver Axe*\-; -; -; -; Hector(Marquess)\-; -; -; -; Hector(Marquess)\Weapon, Green, Blade, Def\0,16,0,3,0\\\
21300\Wo Gun\\200\9\1\Weapon\Axe Users Only\-\Grants +10 to damage when Special triggers.\*Steel Axe*\-; -; -; Libra; -\-; -; Libra; -; -\Weapon, Green, Blade, WoDao\0,9,0,0,0\\\
21301\Wo Gun+\\300\13\1\Weapon\Axe Users Only\-\Grants +10 to damage when Special triggers.\*Wo Gun*\-; -; -; -; Libra\-; -; -; -; Libra\Weapon, Green, Blade, WoDao\0,13,0,0,0\\\1y
21310\Wolf Berg\\400\16\1\Weapon\Axe Users Only\Walhart\Grants Def+3. If the number of foes within 2 spaces (excluding target) __>__ the number of allies within 2 spaces (excluding unit), grants Atk/Spd/Def/Res+4 during combat.\*Silver Axe*\-; -; -; -; Walhart\-; -; -; -; Walhart\Weapon, Green, Blade, Def\0,16,0,3,0\\\
21320\Garm\\400\16\1\Weapon\Axe Users Only\Ephraim(Brave)\Grants Atk+3. If a bonus granted by a skill like Rally or Hone and/or extra movement granted by a skill like Armor March or Armored Boots is active, unit makes a guaranteed follow-up attack.\*Silver Axe*\-; -; -; -; Ephraim(Brave)\-; -; -; -; Ephraim(Brave)\Weapon, Green, Blade, Atk\0,19,0,0,0\\\
21330\Cherche's Axe\\400\11\1\Weapon\Axe Users Only\Cherche\Spd-5. Attack twice when initiating combat.\-\-; -; -; -; -\-; -; -; -; Cherche\Weapon, Green, Blade, Brave\0,11,-5,0,0\\\(a)-1At start of turn, bonuses become penalties on all foes in cardinal directions with HP 1 or more lower than unit through foe's next action.
21340\Byleistr\\400\16\1\Weapon\Axe Users Only\Helbindi\At start of odd-numbered turns, grants Atk/Spd/Def/Res+4 to unit and adjacent allies for 1 turn.  (Bonus granted to unit even if no allies are adjacent.)\*Silver Axe*\-; -; -; -; Helbindi\-; -; -; -; Helbindi\Weapon, Green, Blade\0,16,0,0,0\\\
21350\Hack-o'-Lantern\\200\10\1\Weapon\Axe Users Only\-\Inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)\*Steel Axe*\-; -; -; Dorcas(Halloween); -\-; -; Dorcas(Halloween); -; -\Weapon, Green, Blade, Seasonal, Halloween\0,10,0,0,0\\\
21351\Hack-o'-Lantern+\\300\14\1\Weapon\Axe Users Only\-\Inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)\*Hack-o'-Lantern*\-; -; -; -; Dorcas(Halloween)\-; -; -; -; Dorcas(Halloween)\Weapon, Green, Blade, Seasonal, Halloween\0,14,0,0,0\\\y
21360\Axe of Virility\\400\16\1\Weapon\Axe Users Only\Bartre\-\-\-; -; -; -; -\-; -; -; -; Bartre\Weapon, Green, Blade, Armor-killer\0,16,0,0,0\\\Grants Atk/Spd/Def/Res+3.  Unit takes 6 damage after combat.
21370\Hel Scythe\\400\16\1\Weapon\Axe Users Only\Hel\Accelerates Special trigger (cooldown count-1).  If foe does not use tome or staff, calculates damage using foe's Res.  If foe does not use tome or staff, unit's HP > 1, and foe would reduce unit's HP to 0, unit survives with 1 HP (once per combat, does not stack).\*Silver Axe*\-; -; -; -; Hel\-; -; -; -; Hel\Weapon, Green, Blade, Killer\0,16,0,0,0\\\
21380\Draconic Poleax\\400\16\1\Weapon\Axe Users Only\Titania\Gives Atk+20% if weapon-triangle advantage, Atk-20% if disadvantage.\-\-; -; -; -; -\-; -; -; -; Titania\Weapon, Green, Blade, Gem\0,16,0,0,0\\\At start of turn, grants Res+6 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team __<__ 2.
21390\Grado Poleax\\400\16\1\Weapon\Axe Users Only\Amelia\Accelerates Special trigger (cooldown count-1).\-\-; -; -; -; -\-; -; -; -; Amelia\Weapon, Green, Blade, Killer\0,16,0,0,0\\\If a bonus granted by a skill like Rally or Hone and/or extra movement granted by a skill like Armor March or Armored Boots is active, grants Spd/Def+5 during combat.
21400\Faithful Axe\\200\10\1\Weapon\Axe Users Only\-\If user is adjacent to an ally, graths Atk/Spd/Def/Res+3 during combat.\*Steel Axe*\-; -; -; Greil(Valentines); -\-; -; Greil(Valentines); -; -\Weapon, Green, Blade, Bloomtome, Seasonal, Valentine's\0,10,0,0,0\\\
21401\Faithful Axe+\\300\14\1\Weapon\Axe Users Only\-\If user is adjacent to an ally, graths Atk/Spd/Def/Res+3 during combat.\*Faithful Axe*\-; -; -; -; Greil(Valentines)\-; -; -; -; Greil(Valentines)\Weapon, Green, Blade, Bloomtome, Seasonal, Valentine's\0,14,0,0,0\\\y
21410\Glitnir\\400\16\1\Weapon\Axe Users Only\Gustav\Grants Atk+3. If unit initiates combat and foe uses sword, lance, axe, dragonstone, or beast damage, grants Atk+6 during combat, and if unit initiates combat against a foe that can counter, unit makes a guaranteed follow-up attack.\*Silver Axe*\-; -; -; -; Gustav\-; -; -; -; Gustav\Weapon, Green, Blade, Follow-up\0,19,0,0,0\\\
21420\Eldhrimnir\\400\16\1\Weapon\Axe Users Only\Felicia(Picnic)\Grants Spd+3.  At start of combat, if unit's Res > foe's Res, reduces foe's Atk/Spd by 50% of dofference between stats during combat (Calculates difference before combat.  Maximum penalty of -8).\*Silver Axe*\-; -; -; -; Felicia(Picnic)\-; -; -; -; Felicia(Picnic)\Weapon, Green, Blade, Seasonal, Picnic\0,16,3,0,0\\\
21430\Barrier Axe\\200\10\1\Weapon\Axe Users Only\-\Grants Res+7 when foe initiates combat.\*Steel Axe*\-; -; -; -; -\-; -; -; -; -\Weapon, Green, Blade, Barrier\0,10,0,0,0\\\
21431\Barrier Axe+\\300\14\1\Weapon\Axe Users Only\-\Grants Res+7 when foe initiates combat.\*Barrier Axe*\-; -; -; -; -\-; -; -; -; -\Weapon, Green, Blade, Barrier\0,14,0,0,0\\\y
21440\Shoreline Rake\\200\10\1\Weapon\Axe Users Only\-\If a bonus granted by a skill like Rally or Hone is active on unit, grants Atk/Def+4 during combat.\*Steel Axe*\-; -; -; Ylgr(Summer); -\-; -; Ylgr(Summer); -; -\Weapon, Green, Blade, Seasonal, Summer\0,10,0,0,0\\\
21441\Shoreline Rake+\\300\14\1\Weapon\Axe Users Only\-\If a bonus granted by a skill like Rally or Hone is active on unit, grants Atk/Def+4 during combat.\*Shoreline Rake*\-; -; -; -; Ylgr(Summer)\-; -; -; -; Ylgr(Summer)\Weapon, Green, Blade, Seasonal, Summer\0,14,0,0,0\\\y
21450\Victorious Axe\\400\16\1\Weapon\Axe Users Only\Edelgard\Accelerates Special trigger (cooldown count -1).  If the number of foes within 2 spaces (excluding target) > the number of allies within 2 spaces (excluding unit), unit makes a guaranteed follow-up attack.\*Silver Axe*\-; -; -; -; Edelgard\-; -; -; -; Edelgard\Weapon, Green, Blade, Killer\0,16,0,0,0\\\
21460\Beruka's Axe\\400\16\1\Weapon\Axe Users Only\Beruka\Accelerates Special trigger (cooldown count -1).\-\-; -; -; -; -\-; -; -; -; Beruka\Weapon, Green, Blade, Killer\0,16,0,0,0\\\At start of combat, if unit's HP __>__ 50%, inflicts Atk-4 on foe and Special cooldown charge -1 on foe per attack (only highest value applied.  Does not stack.).
21470\Freikugel\\400\16\1\Weapon\Axe Users Only\Hilda\Grants Spd+3.  At start of ally's combat, if unit is within 2 spaces of any allies with Def > unit's Def, grants Atk/Spd+4 to those allies during combat.  At start of unit's combat, if unit is not within 2 spaces of any allies with Def > unit's Def, grants Atk/Spd+6 to unit during combat.\*Silver Axe*\-; -; -; -; Hilda\-; -; -; -; Hilda\Weapon, Green, Blade\0,16,0,0,0\\\
21480\Frederick's Axe\\400\16\1\Weapon\Axe Users Only\Frederick\-\-\-; -; -; -; -\-; -; -; -; Frederick\Weapon, Green, Blade, Armor-killer\0,16,0,0,0\\\If unit initiates combat, grants Atk+6 during combat.
21490\Guardian's Axe\\400\16\1\Weapon\Axe Users Only\Hawkeye\Accelerates Special trigger (cooldown count -1).\-\-; -; -; -; -\-; -; -; -; Hawkeye\Weapon, Green, Blade, Killer\0,16,0,0,0\\\Inflicts Atk/Def-3 on foe and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.
21500\Rearguard\\200\10\1\Weapon\Axe Users Only\-\Grants Def+7 when foe initiates combat.\*Steel Axe*\-; -; -; Echidna; -\-; -; Echidna; -; -\Weapon, Green, Blade\0,10,0,0,0\\\
21501\Rearguard+\\300\14\1\Weapon\Axe Users Only\-\Grants Def+7 when foe initiates combat.\*Rearguard*\-; -; -; -; Echidna\-; -; -; -; Echidna\Weapon, Green, Blade\0,14,0,0,0\\\y
-21010\Ball and Chain\\400\16\1\Weapon\Axe Users Only\Teestoo\Enables counterattack regardless of distance if this unit is attacked.  Prevents follow-up attacks in combat from unit and foes.\*Silver Axe*\-; -; -; -; Teestoo\-; -; -; -; Teestoo\Weapon, Green, Blade, DC\0,16,0,0,0\Y\\
-21020\Guard Axe\\200\10\1\Weapon\Axe Users Only\-\Grants Def/Res+4 during combat if foe is using a dagger, staff, bow, or tome.\*Steel Axe*\-; -; -; Moony; -\-; -; Moony; -; -\Weapon, Green, Blade\0,10,0,0,0\Y\\
-21030\Guard Axe+\\300\14\1\Weapon\Axe Users Only\-\Grants Def/Res+6 during combat if foe is using a dagger, staff, bow, or tome.\*Guard Axe*\-; -; -; -; Moony\-; -; -; -; Moony\Weapon, Green, Blade\0,14,0,0,0\Y\\
-21040\Lelda's Axe\\400\16\1\Weapon\Axe Users Only\Zegend\Grants Res +3. If female ally is within two spaces of unit, grants Atk/Spd+6 to all allies.\*Silver Axe*\-; -; -; -; Zegend\-; -; -; -; Zegend\Weapon, Green, Blade\0,16,0,0,3\Y\\
-21050\Tuna's Might\\400\16\1\Weapon\Axe Users Only\Tuna\Unit makes a guaranteed follow-up attack when attacking with HP __>__ 50% at start of combat.\*Hammer*\-; -; -; -; Tuna\-; -; -; -; Tuna\Weapon, Green, Blade, Armor-killer, Brave\0,16,0,0,0\Y\\
26000\Wind\Wind\50\4\2\Weapon\Green Tome Users Only\-\-\-\All Wind Tome Users; -; -; -; -\All Wind Tome Users; -; -; -; -\Weapon, Green, Tome, Iron\0,4,0,0,0\\\
26001\Elwind\Wind\100\6\2\Weapon\Green Tome Users Only\-\-\*Wind*\-; -; All Wind Tome Users; -; -\-; All Wind Tome Users; -; -; -\Weapon, Green, Tome, Steel\0,6,0,0,0\\\
26002\Rexcalibur\Wind\200\9\2\Weapon\Green Tome Users Only\-\-\*Elwind*\-; -; -; Azura(Adrift), Deirdre, Gunnthra, Julia, Lewyn, Merric, Micaiah(Brave), Nino(Fangs), Olwen(World), Reinhardt(Soiree), Sanaki(Bride), Sharena(Bunny), Sonya, Soren, Thrasir, Veronica, Veronica(Bunny), Yune; -\-; -; Azura(Adrift), Deirdre, Gunnthra, Julia, Lewyn, Merric, Micaiah(Brave), Nino(Fangs), Olwen(World), Reinhardt(Soiree), Sanaki(Bride), Sharena(Bunny), Sonya, Soren, Thrasir, Veronica, Veronica(Bunny), Yune; -; -\Weapon, Green, Tome, Silver\0,9,0,0,0\\\
26003\Rexcalibur+\Wind\300\13\2\Weapon\Green Tome Users Only\-\-\*Rexcalibur*\-; -; -; -; Soren\-; -; -; -; Soren\Weapon, Green, Tome, Silver\0,13,0,0,0\\\y
26020\Gronnwolf\Gronn\200\6\2\Weapon\Green Tome Users Only\-\-\*Elwind*\-; -; -; Robin(F); -\-; -; Robin(F); -; -\Weapon, Green, Tome, Wolftome\0,6,0,0,0\\\
26021\Gronnwolf+\Gronn\300\10\2\Weapon\Green Tome Users Only\-\-\*Gronnwolf*\-; -; -; -; Robin(F)\-; -; -; -; Robin(F)\Weapon, Green, Tome, Wolftome\0,10,0,0,0\\Keen Gronnwolf+\
26030\Gronnraven\Gronn\200\7\2\Weapon\Green Tome Users Only\-\Grants weapon advantage vs. colorless foes.\*Elwind*\-; -; -; Cecilia; -\-; -; Cecilia; -; -\Weapon, Green, Tome, Raventome\0,7,0,0,0\\\
26031\Gronnraven+\Gronn\300\11\2\Weapon\Green Tome Users Only\-\Grants weapon advantage vs. colorless foes.\*Gronnraven*\-; -; -; -; Cecilia\-; -; -; -; Cecilia\Weapon, Green, Tome, Raventome\0,11,0,0,0\\\
26040\Gronnblade\Gronn\200\9\2\Weapon\Green Tome Users Only\-\Slows Special trigger (cooldown count+1).  Adds total bonuses on unit to damage dealt.\*Elwind*\-; -; -; Nino(Launch); -\-; -; Nino(Launch); -; -\Weapon, Green, Tome, Bladetome, SlowSpecial\0,9,0,0,0\\\
26041\Gronnblade+\Gronn\300\13\2\Weapon\Green Tome Users Only\-\Slows Special trigger (cooldown count+1).  Adds total bonuses on unit to damage dealt.\*Gronnblade*\-; -; -; -; Nino(Launch)\-; -; -; -; Nino(Launch)\Weapon, Green, Tome, Bladetome, SlowSpecial\0,13,0,0,0\\\
